Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,numberofinvestors
2017-04-05,fingerlix,consumerinternet,fooddeliveryplatform,mumbai,Zephyr Peacock India,privateequity,3000000,1
2017-04-05,dataweave,technology,businessintelligencesolutions,bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",privateequity,12031073,4
2017-04-06,medwellventures,healthcare,home-basedhealthcareprovider,bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",privateequity,21000000,3
2017-04-06,mechmocha,consumerinternet,mobilegamingstartup,bangalore,"Accel Partners, Shunwei Capital",privateequity,5000000,2
2017-04-07,buddy,consumerinternet,startupsupportplatform,gurgaon,"YouWeCan Ventures,",seedfunding,12031073,2
2017-04-07,qorqi,healthcare,onlinehealthcareprovider,noida,Paytm,seedfunding,12031073,1
2017-04-07,twentytwomotors,technology,smartscootermanufacturer,gurgaon,"Ishwar Singh,Farhaan Shabbir",seedfunding,12031073,2
2017-04-07,pharmeasy,ecommerce,onlinepharmacy,mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",privateequity,18000000,4
2017-04-08,wonderchef,ecommerce,onlinemarketplaceforkitchenproducts,mumbai,Labruyere Eberlé,privateequity,12031073,1
2017-04-08,fastfox,consumerinternet,onlinerentaldiscoveryplatform,gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",privateequity,4600000,5
2017-04-10,omnify,technology,saasplatformforsmes,bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",seedfunding,150000,3
2017-04-10,capitalfloat,consumerinternet,onlinelendingplatformforsme,bangalore,Mahindra and Mahindra Financial Services,privateequity,2300000,1
2017-04-11,ninjacart,ecommerce,b2bagri-marketingplatform,bangalore,"Accel Partners, Nandan Nilekani’s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",privateequity,5500000,5
2017-04-11,mergerware,technology,softwaresolutionsform&as,bangalore,Philippe Bouchet,seedfunding,100000,1
2017-04-11,sportsflashes,consumerinternet,onlinesportsportal&mobileapp,newdelhi,"Sushil Kumar, Sandeep Singh",seedfunding,12031073,2
2017-04-12,clovia,ecommerce,onlinelingerie&sleepwearetailer,newdelhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",privateequity,4000000,2
2017-04-12,emiza,logistics,thirdpartylogisticsprovider,mumbai,"Mayfield, Nishant Rao, Dileep Nath",privateequity,4500000,3
2017-04-12,hackerearth,consumerinternet,onlineskillassessmentplatform,bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",privateequity,4500000,6
2017-04-12,squadrun,technology,software-as-a-serviceplatform,noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",privateequity,2100000,7
2017-04-12,tinmen,consumerinternet,fooddeliveryplatform,hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",seedfunding,12031073,3
2017-04-12,scoutmytrip,consumerinternet,onlinetravelplanner,mumbai,Z Nation Lab,seedfunding,12031073,1
2017-04-13,safetykart,ecommerce,safety&hygieneproductsetailer,gurgaon,Redcliffe Capital,privateequity,12031073,1
2017-04-13,weareholidays,consumerinternet,travelpackages&plannermarketplace,gurgaon,"Urrshila Kerkar,",privateequity,7700000,2
2017-04-14,ola,consumerinternet,cabaggregatorapp,bangalore,SIMI Pacific Pte,privateequity,260000000,1
2017-04-15,myly,consumerinternet,mobileappforschools,jaipur,mall Industries Development Bank of India (SIDBI),seedfunding,310000,1
2017-04-17,credihealth,consumerinternet,onlinemedicalassistanceplatform,gurgaon,"Tolaram Inc, Mountain Pine Capital",privateequity,1500000,2
2017-04-17,navialifecare,technology,healthtechnologyplatform,newdelhi,Benori Ventures LLP,seedfunding,12031073,1
2017-04-17,rawpressery,food&beverages,rawpressedjuicesmanufacturer,mumbai,Jacqueline Fernandez,seedfunding,12031073,1
2017-04-17,snackible,food&beverages,healthysnacksmanufacturer,mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",seedfunding,175000,6
2017-04-17,beusalons,consumerinternet,onlinesalondiscovery&bookingservices,newdelhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",seedfunding,620000,4
2017-04-17,simulanis,consumerinternet,elearning&skillsdevelopmentplat,newdelhi,Village Capital,seedfunding,12031073,1
2017-04-17,lendingkart,consumerinternet,lendingplatformforsmallbusinesses,ahmedabad,Anicut Capital,privateequity,4650000,1
2017-04-18,innefusecurityconsulting,technology,cybersecuritysolutionsusingai,newdelhi,IndiaNivesh Venture Capital Fund,privateequity,2000000,1
2017-04-18,whodat,technology,markerlessarplatform,bangalore,Ideaspring Capital,privateequity,600000,1
2017-04-18,absentia,technology,virtualrealitystartup,bangalore,Exfinity Venture Partners,privateequity,1250000,1
2017-04-19,iotrek,technology,iotplatformforbus,newdelhi,Undisclosed Investor,seedfunding,155000,1
2017-04-20,ola,consumerinternet,onlinefooddelivery,mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",privateequity,3000000,2
2017-04-20,wooplr,ecommerce,socialcommerce fashionplatform,bangalore,Ankit Nagori,privateequity,12031073,1
2017-04-21,videoken,consumerinternet,videobasedcollaborativelearning,bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",seedfunding,1000000,5
2017-04-24,faasos,food&beverage,qsrchainandonlinefooddelivery,pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",privateequity,6300000,5
2017-04-24,oyo,consumerinternet,brandedbudgethotelsaggregator,gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",privateequity,250000000,4
2017-04-24,toppr,consumerinternet,learningmobileappforstudents,mumbai,WGG International,privateequity,3200000,1
2017-04-24,niramai,healthcare,breastcancerscreeningsolutions,bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",seedfunding,12031073,4
2017-04-25,theofficepass,consumerinternet,coworkingspacesbookingplatform,gurgaon,"Arun Tadanki, Aditya Verma",seedfunding,245000,2
2017-04-25,urbanclap,consumerinternet,mobileservicesmarketplace,gurgaon,Trifecta Capital,privateequity,3100000,1
2017-04-26,awfis,consumerinternet,collaborativeco-workingspaces,mumbai,Sequoia India,privateequity,20000000,1
2017-04-26,myra,consumerinternet,onlinepharmacy,bangalore,"Times Internet,Matrix Partners",privateequity,12031073,2
2017-04-26,flytxt,technology,customerdataanalyticssoftware,mumbai,DAH Beteiligungs GmbH,privateequity,11000000,1
2017-04-26,howdyventures,consumerinternet,publicandprivateeventscreationapp,chennai,S. Xavier Britto,seedfunding,1500000,1
2017-04-26,stalkbuylove,ecommerce,onlinefashionmarketplace,newdelhi,Trifecta Capital,privateequity,1000000,1
2017-04-26,zipgo,consumerinternet,buspoolingservicesplatform,bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",privateequity,12031073,3
2017-04-27,scootsy,consumerinternet,on-demandfooddelivery,mumbai,"Agnus Capital, Khattar Holdings",privateequity,3600000,2
2017-04-27,autobix,technology,softwaresolutionsforautodealership,pune,GardX International,seedfunding,12031073,1
2017-04-27,eshiksha,technology,educationinstitutionmanagementsolutions,jaipur,Cross Border Angels & Experts,seedfunding,12031073,1
2017-04-27,inurture,consumerinternet,onlineeducationalcourses,bangalore,BlackSoil Capital Pvt. Ltd,privateequity,1500000,1
2017-04-28,sepalika,consumerinternet,healthcarerelatedcontentplatform,newdelhi,Accel Partners,seedfunding,750000,1
2017-04-28,mintwalk,consumerinternet,financialadvisorymobileapp,mumbai,Poshika Financial Ecosystem,seedfunding,12031073,1
2017-04-29,qriyo,consumerinternet,tutordiscovery&bookingplatform,jaipur,NB Ventures,privateequity,12031073,1
2017-03-01,ola,consumerinternet,appbasedcabaggregator,bangalore,SoftBank Group Corp,privateequity,330000000,1
2017-03-01,belong,consumerinternet,onlinejonportal,bangalore,Sequoia Capital India,privateequity,10000000,1
2017-03-01,seenit,consumerinternet,aibasedfashionsearchportal,kolkata,"Calcutta Angels Network (CAN), Augment Ventures",seedfunding,12031073,2
2017-03-01,paalak,ecommerce,freshproducesellingportal,newdelhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",seedfunding,12031073,5
2017-03-02,celescare,consumerinternet,womenhealthcare&informationportal,hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",privateequity,1500000,4
2017-03-02,karomi,technology,packagingartworkmanagementsoftware,chennai,Ideaspring Capital,seedfunding,500000,1
2017-03-02,redcarpet,consumerinternet,microlendingplatform,gurgaon,Lightspeed Venture Partners,privateequity,2500000,1
2017-03-02,kreatekonnect,technology,end-to-endsellere-commercesolutionsprovider,vadodara,Langoor,seedfunding,12031073,1
2017-03-02,creditmantri,consumerinternet,onlinecreditscore&lendingplatform,chennai,Quona Capital,privateequity,7600000,1
2017-03-03,letsendorse,consumerinternet,onlineecosystemofsocialinnovators,bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",seedfunding,12031073,2
2017-03-03,tydy,technology,employeeonboardingandengagementplatform,bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",seedfunding,275000,3
2017-03-03,nactus,consumerinternet,professionaltutorsdiscovery&bookingmobileapp,jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",seedfunding,12031073,3
2017-03-03,ohoshop,technology,ecommercemobileappbuilder,ahmedabad,"Bennett, Coleman and Company Ltd",privateequity,6700000,2
2017-03-03,emojifi,consumerinternet,mobileappforliveemoji,hyderabad,Undisclosed angel investors,seedfunding,12031073,1
2017-03-03,paytm,ecommerce,ecommercemarketplace,bangalore,Alibaba,privateequity,200000000,1
2017-03-04,igenetics,healthcare,healthdiagnosticsolutions,mumbai,CDC Group Plc,privateequity,19500000,1
2017-03-06,junoclinic,consumerinternet,onlinecounselingplatform,mumbai,Atul Nishar,seedfunding,1200000,1
2017-03-06,summerlabel,consumerinternet,fashionandlifestylediscoveryplatform,gurgaon,"Aneesh Seth, Tushar Mittal",seedfunding,150000,2
2017-03-06,pickme,consumerinternet,gadgetinsurance&repairservicesplatform,mumbai,SIDBI Venture Capital Fund,privateequity,1790000,1
2017-03-07,agrostar,technology,direct-to-farmermobile-basedretailplatform,pune,Accel Partners,privateequity,10000000,1
2017-03-07,zapr,technology,"dsp,tvanalytics&cross-platformadvertising",bangalore,Star India Pvt Ltd,privateequity,10000000,1
2017-03-07,dataresolve,technology,cybersecuritysolutions,noida,IDFC Parampara Early Stage Opportunities Fund,privateequity,1000000,1
2017-03-07,bookservicing,consumerinternet,onlinevehicleservicesbookingplatform,newdelhi,National Science and Technology Entrepreneurship Development Board,seedfunding,30000,1
2017-03-07,blowhorn,consumerinternet,intra-citylogisticsprovider,bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",privateequity,3650000,4
2017-03-08,rivigo,logistics,technologyenabledlogisticscompany,gurgaon,Private Sector Banks (Debt Funding),privateequity,15000000,1
2017-03-08,pipecandy,technology,intelligentsalesprospectingplatform,chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",seedfunding,1100000,4
2017-03-08,suprdaily,consumerinternet,subscriptionbasedhomedeliveryplatform,mumbai,Y Combinator,seedfunding,120000,1
2017-03-08,parentune,consumerinternet,onlinecommunityforparents,gurgaon,"Kae Capital, SEGNEL Ventures",privateequity,12031073,2
2017-03-09,appbrowzer,consumerinternet,instantmobileappsstore,bangalore,Deepak Gurnani,seedfunding,500000,1
2017-03-09,magicbricks,consumerinternet,onlinerealestateportal,mumbai,Times Internet Ltd,privateequity,4500000,1
2017-03-10,buddy,healthcare,femalehygieneproductmanufacturer,newdelhi,Indian Angel Network,seedfunding,443000,1
2017-03-10,iorderfresh,ecommerce,onlinefreshfruitsandgrocerystore,newdelhi,Singapore Angel Network,seedfunding,12031073,1
2017-03-10,lavellenetworks,technology,sdnsolutions,bangalore,Ideaspring Capital,seedfunding,600000,1
2017-03-10,propertyshare,consumerinternet,fractionalproertyownership&rentalplatform,bangalore,"Asuka, Pravega Ventures, BEENEXT",seedfunding,12031073,3
2017-03-14,mydermacy,consumerinternet,onlinedermatologyconsultationplatform,newdelhi,Cyber Carrier,privateequity,12031073,1
2017-03-15,latestone,ecommerce,techaccessoriese-tailer,hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",privateequity,3350000,4
2017-03-15,frapperz,consumerinternet,on-demandhomeservicesprovider,kolkata,Undisclosed Investor,seedfunding,100000,1
2017-03-16,mpaani,consumerinternet,loyaltyrewardsapp,mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",privateequity,1350000,4
2017-03-16,shilpmis,technology,virtualrealityplatform,surat,"Puneet Gupta, Nimitt Desai & Others",seedfunding,12031073,2
2017-03-16,popxo,consumerinternet,digitalmediapublicationforwomen,newdelhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",privateequity,3100000,5
2017-03-16,fitso,consumerinternet,fitnessmobileapp,gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",seedfunding,200000,3
2017-03-17,farmart,technology,farmingrentalequipmentprovider,gurgaon,Indian Angel Network,seedfunding,12031073,1
2017-03-21,flipkart,ecommerce,ecommercemarketplace,bangalore,"Microsoft, eBay, Tencent Holdings",privateequity,1400000000,3
2017-03-21,airpay,technology,onlinepaymentgateway,mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",privateequity,3670000,2
2017-03-21,myglamm,consumerinternet,on-demandbeautyservices,mumbai,L’Occitane,privateequity,5300000,1
2017-03-22,themonsco.,ecommerce,pregnancy&babycareetailer,newdelhi,"Shripad Nadkarni, Nandu Nandkishore",seedfunding,12031073,2
2017-03-22,haqdarshak,consumerinternet,tech-enabledsocialenterprise,bangalore,"Ravi Saxena, Sandeep Raju,",seedfunding,191000,3
2017-03-23,ixigo,consumerinternet,onlinetravelsearchengine,gurgaon,"Sequoia Capital, Kinzon Capital",privateequity,15000000,2
2017-03-23,marketsandmarkets,technology,marketingresearchcompany,pune,"FTV Capital, Zodius Capital",privateequity,56000000,2
2017-03-24,bizom,technology,supplychainautomationplatform,bangalore,Ojas Ventures,seedfunding,382000,1
2017-03-24,babyonboard,consumerinternet,parentingmobileapp,bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",seedfunding,12031073,4
2017-03-24,delhivery,technology,techenabledfulfilment&logisticssolutions,newdelhi,"Carlyle Group, Tiger Global",privateequity,100000000,2
2017-03-27,sportflashes,consumerinternet,sportsbasedonlinemediaportal,newdelhi,"Vikas Bajaj, Amit Kharbanda,",seedfunding,12031073,3
2017-03-28,fynd,ecommerce,onlinefashionmarketplace,mumbai,Venture Catalysts,privateequity,500000,1
2017-03-28,wigzo,technology,enterpriseautomationsuite,newdelhi,3one4 capital,privateequity,12031073,1
2017-03-28,donething,consumerinternet,on-demandpersonalassistantservice,gurgaon,Brand Capital,privateequity,300000,1
2017-03-29,zapyle,ecommerce,luxuryfashionmarketplace,bangalore,Undisclosed Investors,seedfunding,12031073,1
2017-03-29,ithaka,consumerinternet,vacationtripplanningplatform,mumbai,"Ankit Gupta, Puneet Motihar",seedfunding,325000,2
2017-03-29,perpule,ecommerce,self-checkoutecommerceapp,bangalore,KStart Capital,seedfunding,650000,1
2017-03-29,byju’s,consumerinternet,onlineeducationplatform,bangalore,Verlinvest,privateequity,12031073,1
2017-03-29,licious,ecommerce,onlinemeatorderingplatform,bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",privateequity,10000000,4
2017-03-29,medinfi,consumerinternet,doctor&hospitalsearchplatform,bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",seedfunding,50000,3
2017-03-30,indusos,technology,mobileoscreator,mumbai,"JSW Ventures, VenturEast",privateequity,12031073,2
2017-03-30,emfluxmotors,technology,electricmotorcyclemanufacturer,bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",seedfunding,12031073,6
2017-03-30,klinicapp,consumerinternet,pathology&diagnostictestsportal,gurgaon,Om Chaudhry,seedfunding,12031073,1
2017-03-31,jhakaas,consumerinternet,offlinebusinessaggregatorapp,mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",seedfunding,155000,3
2017-03-31,ola,technology,turnkeysolarsolutions,mumbai,Samridhi Fund,privateequity,3000000,1
2017-03-31,bigbasket,ecommerce,onlinegrocer,bangalore,Trifecta Capital,privateequity,7000000,1
2017-03-31,rooter,consumerinternet,sportsengagementplatform,newdelhi,Intex Technologies,privateequity,12031073,1
2017-03-31,falconbrick,technology,real-estateworkflowmobileapp,bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",seedfunding,12031073,3
2017-03-31,icertis,technology,erpsolutionsprovider,pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,  Eight Roads Ventures",privateequity,25000000,5
2017-02-02,clodura,technology,intelligentsalesassistant,pune,Undisclosed Investors,seedfunding,12031073,1
2017-02-03,stockroom.io,consumerinternet,curatedplatformfordevelopers,hyderabad,"Satya D Sinha, Gyanendra Singh",seedfunding,12031073,2
2017-02-06,capitalfloat,consumerinternet,onlinelendingplatform,bangalore,IFMR Capital Finance,privateequity,2500000,1
2017-02-06,imanagemyhotel,technology,hotelmanagementsolution,kolkata,Jaarvis Accelerator,seedfunding,12031073,1
2017-02-07,innerhour,consumerinternet,onlinecounsellingplatform,mumbai,"Batlivala & Karani Securities, Venture Works",seedfunding,450000,2
2017-02-07,traveltriangle,consumerinternet,onlinetravelagentmarketplace,noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",privateequity,10000000,3
2017-02-08,wandertrails,consumerinternet,"onlinetravel,adventure&activitiesportal",bangalore,Earlsfield Capital,seedfunding,1000000,1
2017-02-08,zenatix,technology,iotbasedenergymonitoring&control,gurgaon,"pi Ventures, Blume Ventures",privateequity,1200000,2
2017-02-08,cartrade,consumerinternet,automobileclassifiedsportal,mumbai,Temasek Holdings,privateequity,55000000,1
2017-02-08,mindyourfleet,technology,carrentalsoftwaresolutions,noida,"Japan Vyas, Tarun Adlakha",seedfunding,12031073,2
2017-02-08,edurev,consumerinternet,onlineeducationportal,gurgaon,Facebook FB Start programme,seedfunding,40000,1
2017-02-09,voonik,ecommerce,womenapparel&lifestyleetailer,bangalore,"RB Investments, Sequoia Capital",privateequity,6000000,2
2017-02-09,1crowd,finance,startupcrowd-fundingplatform,mumbai,Ganesh Natarajan,seedfunding,12031073,1
2017-02-09,wooplr,ecommerce,womenfashionportal,bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",privateequity,8000000,3
2017-02-10,48east,ecommerce,onlinefooddeliveryplatform,bangalore,Al Dhaheri family,privateequity,500000,1
2017-02-10,redesyn,consumerinternet,techenablerforartists,mumbai,ThinQbate,seedfunding,12031073,1
2017-02-13,sigtuple,technology,medicalautomationplatform,bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",privateequity,5800000,6
2017-02-13,flutura,technology,decisionsciencesanalyticssolutions,bangalore,"Vertex Ventures, Lumis Partners",privateequity,7500000,2
2017-02-13,wassup,consumerinternet,ondemandlaundry&drycleaningservices,chennai,Anil Jain & other HNIs,privateequity,3200000,1
2017-02-13,bettermortgage,consumerinternet,mortgageofferingplatform,gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",privateequity,15000000,3
